Allied_Nations,Diplomatic_Meetings_Set,Percent_Of_Forces_Mobilized,Hostile_Nations,Active_Threats,Inactive_Threats,Citizen_Fear_Index,Closest_Threat_Distance(km),Aircraft_Carriers_Responding,Troops_Mobilized(thousands),ID,DEFCON_Level
7,1,0.18,5,29,65,0.472099853,373.12,1,1047200,11242,3
7,0,0.28,2,6,36,0.479441997,361.46,1,932800,930,3
10,1,0.57,2,30,67,0.508810573,352.98,1,950400,296,2
8,0,0.12,2,10,49,0.516152717,359.34,1,800800,1772,2
8,1,0.28,2,9,28,0.538179148,347.68,1,827200,5427,2
7,0,0.47,4,18,48,0.567547724,374.18,1,844800,11133,3
5,1,0,2,16,42,0.149045521,390.08,1,1073600,9254,3
7,1,0.08,3,14,21,0.256240822,349.8,1,1038400,6518,3
11,1,0.38,2,21,68,0.707048458,311.64,2,827200,4707,1
7,1,0,2,11,31,0.479441997,373.12,1,862400,10945,2
8,0,0.31,2,32,60,0.453010279,343.44,1,880000,3741,4
6,1,0.04,2,6,14,0.306901615,362.52,1,994400,8627,2
8,1,0.11,2,7,16,0.52349486,357.22,1,827200,9875,4
12,0,0.49,2,5,24,0.640969163,331.78,1,906400,729,3
12,0,0.4,9,6,19,0.567547724,315.88,1,836000,1838,2
8,0,0.42,2,9,21,0.437591777,351.92,1,968000,10703,3
8,1,0.08,2,22,49,0.508810573,357.22,1,844800,6695,2
6,1,0,2,7,14,0.341409692,362.52,1,950400,7235,2
8,0,0.29,3,7,24,0.602790015,345.56,1,844800,11941,3
7,1,0.01,2,14,38,0.395007342,355.1,1,827200,2051,3
8,1,0.11,1,11,54,0.604258443,361.46,1,836000,2876,2
8,1,0,2,6,13,0.412628488,356.16,1,853600,12464,2
11,0,0.49,2,6,10,0.373715125,320.12,1,1012000,1274,2
7,1,0.13,2,12,29,0.43979442,362.52,1,994400,7359,2
7,0,0.18,2,13,50,0.413362702,359.34,1,796400,6094,2
7,1,0.02,2,17,87,0.540381791,374.18,1,853600,4816,2
7,1,0.14,2,10,34,0.464757709,366.76,1,994400,6227,2
10,0,0.2,11,13,48,0.941262849,343.44,0,844800,11393,2
8,1,0.11,2,11,44,0.464757709,356.16,1,959200,1657,2
7,1,0.02,2,31,92,0.40969163,344.5,1,968000,1684,3
7,1,0.08,2,10,45,0.369309838,362.52,1,976800,3446,1
10,1,0.17,3,17,112,0.740088106,333.9,1,800800,8883,2
9,0,0.45,2,6,14,0.28267254,355.1,1,1100000,1786,3
6,0,0.22,2,5,12,0.538179148,361.46,0,862400,680,2
7,1,0,2,17,32,0.494126285,367.82,1,853600,6058,2
7,1,0.01,2,17,45,0.398678414,362.52,1,968000,12161,3
7,1,0.07,3,17,26,0.483113069,364.64,1,897600,7175,2
9,0,0.4,4,10,22,0.3979442,354.04,1,1038400,4622,3
7,1,0.23,2,18,86,0.46328928,334.96,1,827200,11774,2
8,1,0.22,2,9,79,0.604258443,339.2,1,871200,4397,2
8,1,0.29,3,15,46,0.567547724,360.4,1,871200,12093,3
8,1,0.02,2,10,20,0.361967695,372.06,1,994400,8809,2
9,0,0.47,2,7,20,0.347283407,333.9,1,1029600,10113,3
7,1,0.12,2,18,101,0.444933921,358.28,0,915200,12139,2
9,0,0.31,2,4,22,0.582232012,347.68,1,950400,2865,3
10,0,0.45,2,6,21,0.552863436,333.9,0,924000,8887,2
8,1,0.04,2,4,11,0.430249633,356.16,0,880000,4687,1
8,1,0,2,3,14,0.389867841,357.22,0,924000,1293,2
8,1,0.25,3,19,84,0.611600587,345.56,1,844800,2786,2
9,0,0.3,2,8,11,0.482378855,350.86,1,924000,8871,4
8,1,0.04,2,8,15,0.377386197,351.92,1,888800,10712,4
7,1,0.08,3,13,48,0.516152717,355.1,1,818400,11058,2
9,1,0.34,3,24,129,0.626284875,337.08,1,809600,10142,2
12,0,0.55,2,7,20,0.709985316,330.72,1,862400,3232,3
12,0,0.54,2,5,18,0.582232012,316.94,1,818400,10394,3
8,1,0.07,2,22,56,0.498531571,350.86,1,818400,7743,2
8,1,0.27,3,5,77,0.490455213,342.38,0,818400,8232,2
6,0,0,2,21,63,0.526431718,384.78,1,836000,3550,2
12,1,0.66,8,23,144,0.611600587,322.24,1,924000,4239,3
7,1,0.14,2,10,35,0.386930984,358.28,1,976800,2794,2
10,0,0.46,2,5,11,0.54185022,330.72,1,950400,144,3
8,0,0.37,2,36,142,0.383259912,345.56,1,1082400,3556,4
7,1,0.03,2,32,85,0.406020558,352.98,1,853600,8164,2
7,1,0.01,2,40,63,0.406020558,363.58,1,924000,11651,2
8,1,0.24,2,15,38,0.494126285,334.96,1,836000,4151,2
6,0,0.26,2,4,45,0.457415565,356.16,1,888800,9967,3
6,1,0,2,8,11,0.33773862,380.54,1,862400,5256,3
7,0,0.18,3,27,42,0.479441997,349.8,1,880000,811,2
9,0,0.48,2,22,50,0.486784141,352.98,1,888800,8863,3
9,0,0.46,5,3,8,0.418502203,346.62,1,1100000,10039,3
7,0,0.14,2,15,34,0.347283407,357.22,1,959200,9391,2
7,1,0,3,8,11,0.256240822,351.92,1,968000,6646,3
10,0,0.45,6,5,13,0.508810573,336.02,1,1056000,10964,5
7,1,0.03,2,18,106,0.450073421,358.28,0,915200,1987,2
7,1,0.24,2,11,49,0.582232012,368.88,1,836000,9874,2
8,1,0.09,2,25,66,0.464757709,347.68,1,871200,9607,2
9,0,0.3,3,29,52,0.5969163,337.08,0,897600,10223,2
8,1,0.14,3,14,54,0.74743025,371,1,1012000,4828,3
9,0,0.38,3,10,62,0.582232012,321.18,1,880000,3709,4
5,1,0.15,3,6,32,0.320851689,408.1,1,1038400,9234,3
7,1,0.07,2,16,33,0.494126285,382.66,1,897600,1883,3
8,1,0.1,3,12,26,0.552863436,360.4,1,836000,3205,3
8,1,0.16,2,11,39,0.486784141,333.9,1,836000,4095,2
11,0,0.42,3,6,27,0.626284875,330.72,1,985600,9386,4
10,0,0.54,2,5,12,0.401615272,339.2,1,1047200,10027,4
11,0,0.44,2,14,27,0.618942731,336.02,1,836000,5272,2
8,0,0.68,3,3,10,0.53671072,349.8,1,844800,6952,2
8,0,0.4,2,7,12,0.27092511,346.62,1,1126400,6159,4
8,0,0.31,3,32,106,0.446402349,352.98,1,915200,11026,3
12,0,0.58,3,31,106,0.802496329,345.56,1,1012000,9955,2
7,1,0.02,2,8,28,0.52349486,356.16,1,827200,3622,3
8,0,0.31,2,23,122,0.494126285,339.2,1,836000,1638,2
6,1,0,2,9,25,0.359030837,368.88,1,985600,11815,3
7,0,0.44,2,14,27,0.350220264,354.04,1,994400,2486,3
7,1,0,6,27,61,0.572687225,367.82,1,941600,11999,2
8,1,0.12,3,20,60,0.516152717,359.34,1,897600,9775,2
9,0,0.45,2,32,59,0.447870778,345.56,1,1047200,7239,4
8,0,0.4,2,7,15,0.381057269,343.44,1,1038400,4113,4
10,0,0.65,3,12,29,0.582232012,328.6,1,1029600,7400,4
10,0,0.49,3,4,23,0.626284875,334.96,1,985600,7123,4
7,1,0.18,2,12,35,0.494126285,343.44,0,836000,11266,2
10,0,0.24,2,28,64,0.611600587,343.44,1,827200,7813,2
7,1,0.05,2,5,12,0.380323054,362.52,1,836000,9842,2
8,0,0.51,2,12,25,0.538179148,324.36,1,924000,1652,2
8,1,0.26,2,23,120,0.447136564,344.5,1,836000,2240,2
8,1,0.32,3,8,86,0.683553598,365.7,1,853600,6458,2
6,1,0,2,6,16,0.482378855,377.36,1,862400,12097,2
10,0,0.37,2,17,38,0.445668135,345.56,1,968000,6246,3
13,0,0.65,4,6,47,0.552863436,340.26,1,1056000,1913,4
9,0,0.45,2,21,46,0.447870778,356.16,1,1056000,11376,4
6,0,0.32,13,24,148,0.491923642,351.92,0,836000,5838,2
7,1,0.24,2,32,73,0.492657856,344.5,1,836000,9451,2
7,1,0.3,2,38,89,0.36123348,330.72,1,959200,3334,4
10,0,0.41,2,5,12,0.685022026,342.38,1,853600,9670,4
9,1,0,3,11,28,0.640969163,359.34,0,827200,3992,1
8,0,0.26,2,19,53,0.485315712,334.96,1,800800,594,2
8,1,0.24,3,5,10,0.360499266,328.6,1,818400,10061,2
9,0,0.47,1,34,103,0.567547724,333.9,0,827200,9713,2
7,1,0.13,2,34,53,0.410425844,360.4,1,836000,6752,2
6,0,0.33,7,72,278,0.414831131,351.92,1,915200,8739,2
9,0,0.27,3,29,90,0.5969163,348.74,1,836000,8436,2
8,1,0.49,2,47,141,0.450073421,340.26,1,1091200,9933,4
8,1,0.21,2,32,141,0.494126285,340.26,1,818400,4497,2
7,1,0.12,4,11,27,0.450073421,368.88,1,906400,8631,2
8,1,0.13,3,12,54,0.516152717,345.56,1,844800,7198,2
8,1,0.13,2,17,36,0.456681351,350.86,0,827200,12468,3
8,1,0.33,2,16,37,0.52349486,366.76,1,897600,6590,2
10,1,0.48,2,6,16,0.538179148,333.9,1,1003200,2330,2
8,1,0,3,11,14,0.584434655,357.22,0,836000,2079,2
8,1,0.13,3,29,63,0.485315712,347.68,1,809600,12062,2
7,1,0.06,2,12,85,0.542584435,372.06,1,836000,4879,2
6,0,0.25,2,33,84,0.053597651,351.92,1,1188000,5032,5
8,1,0.01,2,12,31,0.52349486,345.56,0,844800,787,1
8,1,0,2,3,14,0.464757709,336.02,1,809600,486,2
6,0,0.39,2,8,17,0.21071953,351.92,1,1091200,3159,4
7,1,0,3,7,18,0.633627019,382.66,1,968000,6375,2
7,1,0.15,2,26,38,0.353891336,360.4,1,985600,4259,3
8,0,0.2,3,18,111,0.640969163,350.86,1,827200,6717,2
9,0,0.36,2,53,74,0.611600587,361.46,1,880000,9771,4
6,0,0.23,2,5,14,0.335535977,361.46,1,862400,521,2
8,1,0.24,2,16,37,0.567547724,359.34,1,941600,7358,2
8,1,0.16,3,21,38,0.567547724,350.86,1,809600,6065,3
11,0,0.5,3,34,98,0.5969163,358.28,1,941600,2683,3
7,1,0.05,2,13,85,0.42804699,380.54,1,950400,3253,3
8,1,0.32,2,24,120,0.475770925,349.8,1,862400,3099,2
8,0,0.34,2,4,10,0.366372981,349.8,1,1012000,8225,3
8,1,0.09,6,9,22,0.429515419,357.22,1,906400,11107,3
7,0,0.38,2,7,20,0.295888399,360.4,1,1100000,11323,4
8,1,0.18,7,30,151,0.5969163,339.2,1,800800,11570,1
8,0,0.21,2,21,58,0.453744493,357.22,1,959200,1362,2
9,1,0,2,5,12,0.345814978,349.8,1,950400,9397,2
6,1,0,2,3,12,0.323788546,387.96,1,1012000,4386,2
7,1,0.09,6,6,29,0.486049927,365.7,1,1012000,8141,1
6,1,0.01,2,28,52,0.257709251,367.82,1,1020800,7368,3
9,0,0.45,2,21,27,0.395741557,339.2,1,976800,1646,3
8,1,0.1,3,18,49,0.567547724,374.18,1,976800,7844,3
12,0,0.49,4,10,24,0.699706314,349.8,1,809600,6520,2
7,0,0.24,2,27,69,0.406020558,363.58,1,968000,5276,3
7,1,0,2,21,37,0.479441997,366.76,1,959200,1703,2
8,1,0.02,1,13,31,0.395007342,334.96,1,924000,7612,3
7,0,0.21,2,41,74,0.294419971,330.72,0,880000,1729,3
11,0,0.58,2,6,20,0.640969163,311.64,1,844800,3843,2
12,0,0.51,2,7,15,0.633627019,329.66,1,994400,6972,3
8,1,0.2,2,10,23,0.386930984,345.56,1,976800,10294,4
9,1,0.04,4,21,45,0.572687225,351.92,1,888800,10569,3
8,0,0.25,3,14,31,0.52349486,348.74,0,844800,12043,2
12,1,0.58,3,19,34,0.670337739,320.12,1,950400,2999,2
9,1,0.26,2,32,119,0.592511013,341.32,1,844800,988,2
10,0,0.43,2,7,18,0.496328928,340.26,1,924000,3432,3
8,0,0.4,2,11,61,0.320851689,359.34,1,1047200,7165,2
8,1,0.27,2,12,65,0.457415565,357.22,1,862400,11697,3
10,0,0.42,2,4,17,0.56020558,333.9,1,897600,8695,3
8,0,0.52,3,5,13,0.508810573,344.5,1,968000,2986,4
9,0,0.41,6,3,10,0.464023495,342.38,1,994400,1233,4
7,0,0.27,2,4,11,0.510279001,344.5,1,809600,11222,3
6,0,0.21,2,46,68,0.245227606,351.92,0,1020800,7377,3
10,1,0.39,2,15,48,0.538179148,339.2,1,862400,1999,3
9,1,0.17,4,11,74,0.640969163,343.44,0,814000,7652,3
8,1,0.13,3,33,77.5,0.482378855,338.14,1,862400,991,2
6,0,0.08,2,9,23,0.33773862,371,1,862400,2288,2
7,1,0.28,7,31,115,0.522026432,352.98,1,792000,9262,2
7,1,0.21,2,15,24,0.232011747,362.52,1,1126400,5632,3
6,0,0.22,2,23,55,0.501468429,373.12,1,897600,9082,3
7,1,0.21,2,14,35,0.52349486,364.64,1,836000,4269,3
7,0,0.07,2,9,23,0.494126285,366.76,1,827200,3847,2
8,1,0.22,2,23,94,0.398678414,351.92,0,836000,6858,2
8,0,0.32,2,4,12,0.33113069,349.8,0,1038400,5355,4
8,1,0.17,2,12,47,0.464757709,356.16,1,853600,8038,3
10,0,0.35,2,20,72,0.665932452,337.08,1,800800,6335,2
13,1,0.45,2,6,32,0.626284875,315.88,1,880000,4765,2
8,0,0.49,2,33,125,0.332599119,348.74,1,1091200,10119,5
6,1,0.01,2,3,11,0.39133627,373.12,1,1012000,3582,3
8,0,0.29,4,12,33,0.530837004,352.98,1,818400,1425,3
7,1,0.08,2,19,32,0.52349486,369.94,1,827200,4549,3
11,0,0.74,4,6,19,0.54185022,343.44,0,1179200,7863,5
8,1,0.26,2,24,94,0.461820852,340.26,1,836000,12255,3
10,1,0.42,2,25,99,0.546989721,359.34,1,809600,3844,2
10,0,0.63,3,10,30,0.626284875,337.08,1,941600,3834,4
8,0,0.42,2,18,37,0.376651982,358.28,1,976800,295,3
7,1,0.03,8,30,109,0.589574156,341.32,1,827200,10965,2
10,0,0.33,3,15,27,0.773127753,343.44,1,871200,1192,2
7,1,0.01,2,24,43,0.512481645,366.76,1,853600,1316,1
9,1,0.34,2,9,21,0.486784141,347.68,1,959200,5532,3
8,1,0.06,2,5,14,0.494126285,358.28,0,880000,11574,2
9,1,0.18,3,21,77,0.646842878,348.74,1,827200,260,2
7,1,0.02,2,26,37,0.376651982,360.4,1,915200,5056,3
10,0,0.4,2,41,74,0.325991189,367.82,1,1073600,6994,4
10,0,0.41,2,11,21,0.46328928,354.04,1,1038400,2092,4
6,0,0.14,1,21,48,0.331864905,376.3,1,1012000,8659,3
9,0,0.24,2,19,39,0.559471366,339.2,1,880000,10118,3
7,0,0.28,2,31,47,0.329662261,358.28,1,1056000,4258,3
10,1,0.48,2,15,88,0.457415565,322.24,1,836000,9497,2
8,0,0.32,3,24,44,0.573421439,374.18,1,941600,5651,3
9,0,0.21,2,57,68,0.508810573,367.82,1,827200,7033,3
8,0,0.42,2,9,21,0.37958884,346.62,1,1100000,1038,4
8,1,0.07,2,5,11,0.450073421,356.16,0,924000,9882,1
7,1,0.07,2,16,26,0.455212922,379.48,1,968000,10672,2
11,0,0.5,3,20,55,0.5969163,321.18,1,880000,8556,4
8,0,0.29,2,5,16,0.435389134,364.64,1,941600,7214,3
10,1,0.45,2,6,19,0.685022026,344.5,1,827200,9059,2
7,1,0.06,6,4,9,0.52349486,345.56,1,836000,4854,2
8,1,0.28,2,38,89,0.441262849,351.92,1,871200,9487,2
13,1,0.66,2,6,14,0.685022026,321.18,1,880000,4990,2
7,1,0.14,2,15,36,0.530837004,375.24,1,871200,7240,2
9,1,0.14,2,20,60,0.537444934,310.58,1,827200,96,2
12,0,0.49,2,3,9,0.589574156,325.42,1,897600,5463,3
7,0,0.32,2,9,48,0.528634361,362.52,1,827200,4882,3
9,1,0.04,2,4,14,0.640969163,358.28,1,880000,5346,3
10,0,0.58,4,9,41,0.508810573,333.9,1,1100000,10847,3
10,1,0.28,2,30,152,0.802496329,337.08,1,792000,9023,2
5,0,0.02,2,28,33,0.149045521,390.08,1,1012000,11007,3
8,0,0.42,2,12,19,0.381057269,345.56,1,1038400,5504,3
7,1,0,2,18,38,0.567547724,358.28,1,827200,1876,3
7,1,0.22,2,15,24,0.486784141,364.64,1,853600,6199,3
7,1,0.02,2,9,25,0.347283407,359.34,1,959200,8298,3
9,0,0.24,3,18,75,0.611600587,337.08,1,844800,2849,2
8,1,0.29,2,9,86,0.530837004,339.2,1,748000,6627,2
9,1,0.18,3,5,30,0.534508076,330.72,0,880000,3957,2
10,0,0.4,1,14,24,0.45154185,341.32,1,1038400,6964,4
13,0,0.75,3,23,99,0.831864905,323.3,1,1012000,6965,3
11,0,0.41,9,13,61,0.625550661,326.48,1,888800,3036,3
8,1,0.01,2,7,16,0.478707783,344.5,1,844800,10375,3
8,1,0.32,2,16,101,0.494126285,357.22,0,836000,7768,2
9,0,0.48,4,3,10,0.594713656,350.86,1,1047200,2270,3
9,0,0.41,6,12,52,0.5969163,344.5,1,818400,8398,3
11,1,0.55,2,5,25,0.552863436,343.44,1,897600,9444,3
9,0,0.35,2,11,47,0.552863436,361.46,1,818400,7312,3
10,1,0.28,2,31,151,0.574889868,327.54,1,809600,710,2
12,0,0.55,3,13,25,0.640969163,316.94,1,1073600,5575,4
8,1,0.52,2,32,134,0.494126285,333.9,1,818400,5824,2
9,1,0.38,1,22,114,0.567547724,349.8,1,827200,10340,2
8,1,0.04,2,15,27,0.455212922,352.98,1,959200,10787,3
6,1,0.66,2,19,86,0.21071953,352.98,1,1135200,1352,4
9,0,0.32,2,13,62,0.475036711,310.58,1,985600,10767,3
12,1,0.5,3,8,42,0.62041116,327.54,1,1003200,179,3
7,1,0.05,2,20,49,0.50660793,360.4,1,836000,9068,1
8,0,0.49,2,39,51,0.435389134,346.62,1,1003200,3874,2
6,1,0.15,2,8,62,0.501468429,354.04,1,809600,11828,2
12,0,0.47,3,8,20,0.677679883,333.9,1,968000,6407,2
8,0,0.42,2,8,22,0.33113069,346.62,1,994400,6605,2
5,0,0.5,2,5,113,0.413362702,400.68,1,915200,7635,3
6,0,0.15,2,20,44,0.225403818,352.98,0,968000,5017,2
10,0,0.42,2,6,16,0.563142438,336.02,0,959200,3602,2
9,0,0.56,2,5,17,0.514684288,340.26,1,827200,5655,3
8,1,0,2,27,44,0.376651982,351.92,1,862400,2775,2
7,1,0.32,4,19,110,0.51835536,352.98,1,836000,3066,2
10,0,0.36,2,26,72,0.640969163,332.84,1,827200,11294,2
8,1,0.2,3,14,38,0.403817915,342.38,1,897600,3882,3
9,0,0.48,2,5,11,0.56020558,347.68,1,836000,8367,2
8,0,0.09,2,6,14,0.358296623,328.6,1,818400,6119,3
6,0,0.23,2,16,47,0.406020558,364.64,1,888800,5174,3
7,0,0.44,2,5,16,0.552863436,374.18,1,888800,5190,2
8,1,0.21,2,21,68,0.398678414,330.72,0,836000,9968,1
11,0,0.37,3,34,98,0.5969163,342.38,1,880000,10301,1
7,0,0.38,2,7,17,0.33113069,326.48,1,1047200,34,4
11,1,0.66,2,6,22,0.626284875,322.24,1,809600,1771,2
8,1,0.19,2,27,130,0.435389134,345.56,1,888800,8296,3
8,1,0,2,8,15,0.464757709,351.92,1,915200,10615,3
8,0,0.59,2,26,149,0.332599119,340.26,1,1135200,5369,4
9,0,0.31,2,13,45,0.508076358,354.04,1,932800,6365,4
7,1,0,1,17,26,0.567547724,381.6,1,941600,9022,4
7,0,0.29,3,32,55,0.468428781,363.58,1,924000,5692,2
9,0,0.49,2,26,67,0.486784141,347.68,1,888800,4817,3
9,1,0.26,2,23,54,0.559471366,321.18,1,853600,11921,2
9,0,0.54,2,17,60,0.452276065,359.34,1,1056000,1620,3
8,1,0.22,2,12,28,0.494126285,339.2,1,906400,11182,2
9,0,0.4,3,7,17,0.407488987,349.8,1,1056000,3710,5
8,1,0.2,3,14,69,0.490455213,348.74,1,818400,1616,2
9,1,0,2,8,15,0.582232012,341.32,1,844800,320,2
7,1,0.07,2,16,24,0.257709251,358.28,1,1117600,1827,3
10,0,0.4,2,13,28,0.368575624,305.28,2,1100000,613,4
11,1,0.38,3,26,91,0.611600587,336.02,1,809600,224,3
10,0,0.73,4,7,23,0.508810573,334.96,1,1038400,8449,3
11,0,0.41,9,22,89,0.655653451,325.42,1,924000,12204,3
10,1,0.23,2,9,31,0.538179148,342.38,1,853600,8977,2
11,0,0.52,2,6,24,0.736417034,327.54,1,809600,11408,3
9,1,0.11,2,25,48,0.479441997,333.9,1,897600,3152,3
6,1,0.08,2,13,24,0.46989721,366.76,0,994400,6223,4
8,1,0.29,2,16,72,0.508810573,339.2,1,818400,7707,1
7,1,0,2,11,34,0.52349486,367.82,1,827200,5454,2
12,1,0.5,2,6,14,0.72907489,338.14,1,792000,528,2
8,0,0.4,5,12,24,0.360499266,336.02,1,1064800,11057,4
7,1,0.05,6,27,94,0.655653451,365.7,1,853600,3673,3
7,1,0,2,12,86,0.52349486,354.04,1,792000,9478,2
8,1,0.43,2,22,114,0.538179148,341.32,1,809600,1474,2
9,0,0.45,2,20,50,0.393538913,333.9,1,985600,11605,4
10,1,0.34,3,35,152,0.595447871,328.6,1,809600,2306,2
8,1,0.49,2,6,19,0.24743025,340.26,1,1091200,9513,3
6,0,0.09,2,34,64,0.526431718,362.52,1,871200,11512,3
8,0,0.3,2,18,47,0.589574156,368.88,1,941600,8185,5
7,1,0.19,2,15,50,0.442731278,355.1,1,906400,9441,2
11,0,0.45,2,11,33,0.633627019,324.36,1,853600,2904,3
7,1,0.32,2,34,104,0.42804699,354.04,0,862400,68,1
9,0,0.42,2,9,20,0.626284875,359.34,1,924000,7494,4
7,1,0.12,2,13,64,0.433920705,348.74,1,827200,7523,3
10,0,0.43,2,5,10,0.414831131,332.84,0,1003200,6690,2
8,1,0,2,6,18,0.552863436,360.4,1,844800,8660,2
6,1,0.01,2,11,35,0.52349486,371,1,809600,4513,2
6,1,0,2,15,39,0.209251101,365.7,1,1100000,10834,2
9,0,0.57,2,16,40,0.604258443,375.24,1,880000,8316,4
8,1,0,2,5,18,0.449339207,344.5,0,897600,7806,2
6,0,0.24,2,30,70,0.082966226,359.34,1,1188000,3894,4
7,1,0.23,4,12,93,0.51835536,348.74,0,836000,6488,2
8,1,0.09,2,28,55,0.406020558,359.34,0,827200,11000,1
5,1,0.24,2,10,100,0.413362702,389.02,1,871200,12327,2
7,1,0,2,39,52,0.574889868,358.28,1,836000,9063,2
7,0,0.31,2,15,36,0.341409692,343.44,1,994400,2029,4
7,1,0.05,6,6,20,0.486049927,374.18,1,897600,4909,2
10,1,0.22,2,19,48,0.677679883,343.44,1,924000,5762,3
8,0,0.44,2,6,15,0.552863436,359.34,1,906400,9529,2
7,1,0.07,2,15,45,0.544052863,371,1,827200,7884,2
6,0,0.2,2,18,38,0.500734214,373.12,1,862400,4865,3
8,1,0.01,3,25,37,0.472099853,360.4,1,941600,2140,2
8,1,0.04,2,17,35,0.408957416,372.06,0,950400,11925,3
12,0,0.6,1,15,37,0.707048458,333.9,1,950400,4081,4
7,1,0.2,2,15,50,0.420704846,374.18,1,1029600,11693,3
12,0,0.49,2,10,23,0.685022026,343.44,1,906400,11391,3
9,0,0.43,2,12,21,0.417767988,355.1,1,1047200,9810,4
8,1,0.12,2,15,46,0.52349486,348.74,1,836000,7188,3
7,0,0.29,2,26,69,0.508810573,365.7,1,836000,11833,2
7,1,0.04,2,18,31,0.494126285,360.4,1,862400,2754,3
8,1,0.03,2,25,99,0.479441997,346.62,1,880000,3778,2
9,1,0.49,2,38,69,0.452276065,359.34,1,836000,7382,2
9,1,0.14,3,17,44,0.640969163,352.98,1,809600,3906,3
9,0,0.39,2,6,16,0.479441997,350.86,1,836000,3973,3
9,1,0.37,3,17,53,0.552863436,354.04,0,959200,11869,2
12,0,0.6,1,3,10,0.501468429,332.84,1,915200,4561,3
7,1,0.33,2,34,62,0.45154185,381.6,1,871200,10591,2
9,0,0.49,3,32,68,0.508810573,339.2,1,888800,2906,3
7,1,0.3,2,23,54,0.54185022,376.3,1,818400,8959,2
9,0,0.45,2,34,85,0.52349486,347.68,1,827200,11209,2
7,1,0.02,2,10,18,0.422173275,363.58,1,994400,12040,3
7,1,0.02,2,6,12,0.422173275,374.18,1,950400,10629,3
8,1,0.06,4,11,32,0.429515419,350.86,1,950400,2758,2
7,1,0.05,6,10,27,0.240088106,336.02,1,968000,1630,3
10,0,0.58,3,11,32,0.494126285,362.52,1,976800,10229,3
9,0,0.28,2,19,72,0.559471366,340.26,0,853600,8182,2
9,0,0.49,2,20,67,0.494126285,310.58,2,792000,6708,2
9,0,0.31,2,12,19,0.552863436,337.08,1,836000,7784,3
8,1,0.28,2,13,63,0.543318649,348.74,1,862400,550,2
10,0,0.4,3,13,24,0.72907489,341.32,1,827200,6699,3
8,0,0.24,2,19,71,0.435389134,338.14,1,836000,2675,2
6,1,0.1,2,16,26,0.34948605,375.24,1,897600,1685,3
10,0,0.33,2,16,144,0.66886931,363.58,1,862400,10775,2
7,1,0.13,2,29,55,0.545521292,371,1,871200,5334,3
8,1,0.03,2,27,90,0.450073421,352.98,1,853600,3704,3
6,1,0.09,2,4,25,0.39133627,362.52,1,836000,5076,2
10,0,0.49,3,5,19,0.714390602,338.14,1,880000,10361,2
9,1,0.14,2,20,48,0.542584435,352.98,1,897600,8165,3
7,1,0.02,2,29,42,0.398678414,376.3,1,968000,10951,3
7,1,0,2,3,14,0.441262849,356.16,1,862400,196,2
12,0,0.52,2,10,26,0.582232012,336.02,1,915200,12480,2
8,0,0.31,3,13,46,0.640969163,362.52,1,871200,1705,3
7,0,0.02,1,28,38,0.253303965,371,0,1020800,10195,4
7,1,0.07,2,17,51,0.414831131,358.28,1,906400,1948,2
7,1,0.32,4,16,51,0.567547724,358.28,1,792000,10636,2
7,1,0,2,6,9,0.172540382,359.34,0,1073600,10005,4
6,1,0.08,2,19,40,0.290014684,380.54,1,985600,746,1
7,1,0.17,5,29,139,0.450807636,351.92,1,950400,8614,2
6,1,0.12,2,4,9,0.272393539,366.76,0,1108800,2353,2
5,0,0.02,2,26,88,0.110132159,375.24,1,1029600,8112,4
8,1,0.13,3,12,28,0.403817915,356.16,1,959200,8838,2
6,1,0,2,7,23,0.399412628,364.64,1,924000,4228,3
12,0,0.6,2,12,35,0.498531571,332.84,1,915200,9249,3
7,1,0.03,2,36,53,0.301762115,351.92,1,1038400,884,3
7,1,0.12,2,12,26,0.332599119,360.4,0,844800,7404,2
13,0,0.55,2,42,54,0.773127753,342.38,0,809600,8290,3
8,1,0.07,2,22,56,0.508810573,355.1,1,844800,10828,2
7,1,0.08,2,22,60,0.420704846,347.68,1,871200,6784,2
8,1,0.02,3,15,24,0.464023495,344.5,1,827200,10782,3
10,0,0.42,3,11,24,0.773127753,341.32,1,968000,3388,4
11,0,0.6,2,5,18,0.582232012,337.08,1,800800,585,2
10,1,0.25,2,5,14,0.626284875,345.56,1,792000,8703,2
8,1,0.01,2,5,18,0.472099853,352.98,1,959200,11447,1
6,0,0.25,3,13,26,0.406020558,365.7,1,924000,3134,2
7,0,0.24,2,27,55,0.426578561,345.56,1,880000,8091,3
6,1,0.02,2,6,12,0.303230543,393.26,1,1003200,2590,4
13,0,0.55,2,22,66,0.802496329,321.18,1,818400,9642,3
8,0,0.06,2,6,11,0.450073421,358.28,1,897600,2459,3
5,0,0.11,2,16,86,0.229809104,389.02,1,1152800,2956,3
7,1,0,2,16,38,0.567547724,371,1,853600,6442,2
7,1,0.27,2,5,35,0.582232012,361.46,1,809600,308,2
7,0,0.24,2,27,61,0.42804699,348.74,1,827200,8218,2
8,0,0.14,2,10,48,0.457415565,347.68,1,836000,5541,2
7,0,0.11,2,6,14,0.346549192,352.98,1,959200,1041,2
6,1,0.01,2,6,9,0.288546256,364.64,1,1029600,8244,2
7,0,0.31,9,37.5,160,0.226872247,330.72,1,1020800,5585,3
8,0,0.26,2,9,44,0.530837004,347.68,1,827200,4214,3
